index,player,nation,pos,squad,age,born,avg_90s_played,sca,Sca_90,pass_live,pass_dead,to,sh,fld,sca_def,gca,Gca_90,pass_live_goa,pass_dead_goal,to_goal,sh_goal,fld_goal,def_goal,unique_id
474,Jack Stacey,eng ENG,DF,Bournemouth,26-356,1996,3.3,1,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,558807c0
475,Junior Stanislas,eng ENG,MF,Bournemouth,33-122,1989,0.7,4,5.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6992791d
476,Jay Stansfield,eng ENG,FW,Fulham,20-124,2002,1,4,4.14,1,0,0,2,1,0,1,1.03,0,0,0,1,0,0,b2626673
477,Jason Steele,eng ENG,GK,Brighton,32-222,1990,3,1,0.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,28300a16
478,Jack Stephens,eng ENG,DF,Southampton,29-060,1994,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6adbc307
479,Jack Stephens,eng ENG,DF,Bournemouth,29-060,1994,8,4,0.5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6adbc307
480,Raheem Sterling,eng ENG,FWMF,Chelsea,28-110,1994,14.9,52,3.5,45,0,2,2,3,0,2,0.13,2,0,0,0,0,0,b400bde0
481,John Stones,eng ENG,DF,Manchester City,28-304,1994,14.1,12,0.85,8,1,0,3,0,0,3,0.21,2,0,0,1,0,0,5eecec3d
482,Pascal Struijk,nl NED,DF,Leeds United,23-229,1999,18.7,28,1.49,21,3,0,3,0,1,2,0.11,0,0,0,2,0,0,f4d296e4
483,Kamaldeen Sulemana,gh GHA,FWMF,Southampton,21-041,2002,5.8,24,4.15,14,0,6,2,1,1,0,0,0,0,0,0,0,0,a62f8bf1
484,Crysencio Summerville,nl NED,FW,Leeds United,21-149,2001,11.3,33,2.91,20,1,1,2,7,2,5,0.44,3,0,0,0,1,1,df04eb4b
485,Sam Surridge,eng ENG,FW,Nott'ham Forest,24-243,1998,3.1,4,1.28,3,0,0,1,0,0,1,0.32,1,0,0,0,0,0,b017b770
486,Japhet Tanganga,eng ENG,DF,Tottenham,23-362,1999,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e9971f2d
487,Matt Targett,eng ENG,DF,Newcastle Utd,27-191,1995,4.8,13,2.72,10,3,0,0,0,0,0,0,0,0,0,0,0,0,e514ab62
488,James Tarkowski,eng ENG,DF,Everton,30-129,1992,28,17,0.61,13,0,0,3,0,1,2,0.07,1,0,0,1,0,0,15ea812b
489,Marcus Tavernier,eng ENG,MFFW,Bournemouth,24-006,1999,15.2,34,2.24,21,7,2,2,2,0,7,0.46,3,2,0,2,0,0,5c0da4a4
490,Tetê,br BRA,FW,Leicester City,23-041,2000,5,16,3.2,8,1,5,2,0,0,1,0.2,0,0,1,0,0,0,7120a04d
491,Kenny Tete,nl NED,DF,Fulham,27-170,1995,19.6,33,1.68,29,3,0,0,1,0,7,0.36,7,0,0,0,0,0,77d7c96f
492,Luke Thomas,eng ENG,DF,Leicester City,21-291,2001,7.7,13,1.69,9,2,0,1,0,1,2,0.26,1,0,0,1,0,0,fc027d02
493,Youri Tielemans,be BEL,MF,Leicester City,25-325,1997,19,63,3.32,51,3,1,6,1,1,3,0.16,2,0,0,1,0,0,56f7a928
494,Kieran Tierney,sct SCO,DF,Arsenal,25-296,1997,5.8,11,1.89,9,0,1,1,0,0,3,0.51,3,0,0,0,0,0,fce2302c
495,Harry Toffolo,eng ENG,DF,Nott'ham Forest,27-221,1995,7.1,17,2.39,12,3,1,0,0,1,0,0,0,0,0,0,0,0,a105d46a
496,Takehiro Tomiyasu,jp JPN,DF,Arsenal,24-143,1998,7.4,10,1.36,8,2,0,0,0,0,2,0.27,2,0,0,0,0,0,b3af9be1
497,James Tomkins,eng ENG,DF,Crystal Palace,33-364,1989,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,e7ca0439
498,Ivan Toney,eng ENG,FW,Brentford,27-012,1996,24.9,49,1.97,28,2,3,4,12,0,7,0.28,3,0,1,0,3,0,e09f279b
499,Adama Traoré,es ESP,FWMF,Wolves,27-062,1996,13.1,38,2.91,33,0,2,1,2,0,3,0.23,2,0,0,1,0,0,9a28eba4
500,Bertrand Traoré,bf BFA,FW,Aston Villa,27-203,1995,0.6,2,3.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,c47541e0
501,Boubacar Traoré,ml MLI,MF,Wolves,21-220,2001,4.3,6,1.41,6,0,0,0,0,0,2,0.47,2,0,0,0,0,0,999ceb5f
502,Mark Travers,ie IRL,GK,Bournemouth,23-314,1999,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fe558029
503,Kieran Trippier,eng ENG,DF,Newcastle Utd,32-190,1990,25.4,125,4.92,56,65,0,1,2,1,8,0.31,6,2,0,0,0,0,21512407
504,Leandro Trossard,be BEL,FW,Arsenal,28-114,1994,5,16,3.18,11,3,0,1,1,0,5,0.99,4,1,0,0,0,0,38ceb24a
505,Leandro Trossard,be BEL,FWMF,Brighton,28-114,1994,14.6,51,3.49,39,0,7,4,1,0,9,0.62,5,0,3,0,1,0,38ceb24a
506,Kostas Tsimikas,gr GRE,DF,Liverpool,26-320,1996,6,22,3.68,9,11,0,2,0,0,4,0.67,3,1,0,0,0,0,f315ca93
507,Deniz Undav,de GER,FWMF,Brighton,26-252,1996,2.8,9,3.25,5,0,0,4,0,0,0,0,0,0,0,0,0,0,dd549382
508,Yan Valery,tn TUN,DF,Southampton,24-034,1999,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531a4aa8
509,Virgil van Dijk,nl NED,DF,Liverpool,31-263,1991,21.5,13,0.6,11,0,0,2,0,0,2,0.09,1,0,0,1,0,0,e06683ca
510,Raphaël Varane,fr FRA,DF,Manchester Utd,29-337,1993,16.4,12,0.73,7,1,0,3,0,1,0,0,0,0,0,0,0,0,9f8e9423
511,Jamie Vardy,eng ENG,FW,Leicester City,36-076,1987,14.3,20,1.4,16,0,2,2,0,0,5,0.35,5,0,0,0,0,0,45963054
512,Joël Veltman,nl NED,DF,Brighton,31-072,1992,19.1,25,1.31,21,3,0,0,0,1,2,0.1,2,0,0,0,0,0,dad4b285
513,Fabio Vieira,pt POR,MFFW,Arsenal,22-302,2000,4.6,17,3.73,12,1,2,2,0,0,3,0.66,3,0,0,0,0,0,6412cc03
514,Matías Viña,uy URU,MFDF,Bournemouth,25-139,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08eb3b58
515,Rúben Vinagre,pt POR,DFMF,Everton,23-353,1999,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,b937e490
516,Carlos Vinícius,br BRA,FW,Fulham,28-003,1995,6.2,9,1.44,8,0,1,0,0,0,4,0.64,3,0,1,0,0,0,8b529245
517,Theo Walcott,eng ENG,FWMF,Southampton,34-012,1989,5.2,14,2.69,11,0,0,3,0,0,1,0.19,1,0,0,0,0,0,1ecb65be
518,Kyle Walker,eng ENG,DF,Manchester City,32-304,1990,13,18,1.39,16,2,0,0,0,0,2,0.15,2,0,0,0,0,0,86dd77d1
519,Kyle Walker-Peters,eng ENG,DF,Southampton,25-349,1997,19.4,34,1.75,23,3,4,2,2,0,2,0.1,1,1,0,0,0,0,984a5a64
520,Aaron Wan-Bissaka,eng ENG,DF,Manchester Utd,25-122,1997,8.2,13,1.58,13,0,0,0,0,0,1,0.12,1,0,0,0,0,0,9e525177
521,Danny Ward,wls WAL,GK,Leicester City,29-279,1993,26,2,0.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,d3ce0e89
522,Joel Ward,eng ENG,DF,Crystal Palace,33-150,1989,15.6,8,0.51,6,0,1,0,1,0,0,0,0,0,0,0,0,0,8a7ff278
523,James Ward-Prowse,eng ENG,MF,Southampton,28-147,1994,28,104,3.71,52,48,1,2,1,0,6,0.21,3,1,1,1,0,0,3515d404
524,Ollie Watkins,eng ENG,FW,Aston Villa,27-088,1995,23.8,57,2.39,40,0,3,9,5,0,10,0.42,5,0,1,4,0,0,aed3a70f
525,Adam Webster,eng ENG,DF,Brighton,28-083,1995,16.6,13,0.78,12,1,0,0,0,0,1,0.06,1,0,0,0,0,0,c40b6180
526,Wout Weghorst,nl NED,FWMF,Manchester Utd,30-233,1992,6.2,16,2.6,11,0,1,2,1,1,2,0.32,2,0,0,0,0,0,c4e87b8b
527,Danny Welbeck,eng ENG,FW,Brighton,32-122,1990,14,33,2.36,23,0,3,2,4,1,8,0.57,5,0,1,0,2,0,ce5143da
528,Ben White,eng ENG,DF,Arsenal,25-171,1997,23.9,56,2.34,48,7,0,0,1,0,11,0.46,10,1,0,0,0,0,35e413f1
529,Harvey White,eng ENG,MF,Tottenham,21-190,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4d90ce8c
530,Joseph Whitworth,eng ENG,GK,Crystal Palace,19-027,2004,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3f847d95
531,Neco Williams,wls WAL,DF,Nott'ham Forest,21-349,2001,15.2,31,2.04,19,4,4,1,1,2,2,0.13,1,0,0,1,0,0,dd323728
532,Willian,br BRA,FW,Fulham,34-231,1988,16.2,66,4.07,48,6,3,4,4,1,8,0.49,5,1,1,1,0,0,8b9ebd03
533,Joe Willock,eng ENG,MF,Newcastle Utd,23-220,1999,20.1,56,2.79,45,0,4,4,2,1,5,0.25,4,0,0,1,0,0,a3b03921
534,Callum Wilson,eng ENG,FW,Newcastle Utd,31-029,1992,13.8,24,1.74,14,0,2,4,4,0,5,0.36,3,0,0,2,0,0,c596fcb0
535,Harry Wilson,wls WAL,FW,Fulham,26-006,1997,5,6,1.19,4,0,1,0,1,0,1,0.2,0,0,0,0,1,0,c6dc9ecd
536,Yoane Wissa,cd COD,FW,Brentford,26-206,1996,13.1,26,1.99,20,0,1,1,3,1,5,0.38,3,0,0,0,1,1,2500cef9
537,Maximilian Wöber,at AUT,DF,Leeds United,25-052,1998,8.8,10,1.14,6,2,0,2,0,0,1,0.11,1,0,0,0,0,0,4b803b3c
538,Chris Wood,nz NZL,FW,Newcastle Utd,31-111,1991,5,5,1.01,4,0,0,1,0,0,0,0,0,0,0,0,0,0,4e9a0555
539,Chris Wood,nz NZL,FW,Nott'ham Forest,31-111,1991,4.1,6,1.45,4,0,0,1,1,0,0,0,0,0,0,0,0,0,4e9a0555
540,Joe Worrall,eng ENG,DF,Nott'ham Forest,26-077,1997,17.9,9,0.5,7,1,0,0,1,0,0,0,0,0,0,0,0,0,a5212312
541,Granit Xhaka,ch SUI,MF,Arsenal,30-182,1992,25.5,89,3.49,79,1,4,2,2,1,13,0.51,13,0,0,0,0,0,e61b8aee
542,Ryan Yates,eng ENG,MF,Nott'ham Forest,25-127,1997,16.6,22,1.33,16,0,0,4,2,0,3,0.18,1,0,0,2,0,0,c1fe2a48
543,Ashley Young,eng ENG,DF,Aston Villa,37-262,1985,14.2,30,2.11,26,2,2,0,0,0,1,0.07,1,0,0,0,0,0,be927d03
544,Wilfried Zaha,ci CIV,FWMF,Crystal Palace,30-138,1992,22.5,74,3.3,46,0,9,3,16,0,6,0.27,5,0,0,1,0,0,b2bc3b1f
545,Denis Zakaria,ch SUI,MF,Chelsea,26-128,1996,3.8,2,0.53,1,0,0,0,0,1,0,0,0,0,0,0,0,0,384d58d9
546,Jordan Zemura,zw ZIM,DF,Bournemouth,23-134,1999,16.2,35,2.17,25,0,6,2,2,0,2,0.12,2,0,0,0,0,0,e8271ad9
547,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26-103,1996,18.4,48,2.61,43,0,0,3,1,1,4,0.22,3,0,0,1,0,0,51cf8561
548,Hakim Ziyech,ma MAR,FWMF,Chelsea,30-009,1993,6.4,23,3.62,18,3,1,0,1,0,1,0.16,1,0,0,0,0,0,6622454d
549,Kurt Zouma,fr FRA,DF,West Ham,28-152,1994,15.4,6,0.39,5,0,0,1,0,0,2,0.13,1,0,0,1,0,0,ce4246f5
550,Martin Ødegaard,no NOR,MF,Arsenal,24-101,1998,25.6,134,5.23,99,15,2,11,5,2,13,0.51,11,0,0,2,0,0,79300479
